radeg,raerr,decdeg,decerr,number_of_Obs,Johnson_V,Verr,Johnson_B,B_err,Sloan_g,gerr,Sloan_r,r_err,Sloan_i,i_err
300.946174,0.524,44.758116,1.076,3,16.217,0.064,17.032,0.134,16.698,0.127,16.022,0.059,NA,NA
300.946411,0.38,43.872885,0.439,3,NA,NA,NA,NA,16.567,0.097,15.002,0.024,14.34,0.104
300.946514,0.375,44.157131,0.407,5,12.184,0.029,12.494,0.045,12.258,0.046,12.15,0.058,12.189,0.039
300.946605,0.491,43.899295,0.451,5,13.163,0.023,13.433,0.032,13.197,0.039,13.157,0.044,13.222,0.039
300.946883,1.049,44.199475,1.02,3,14.819,-0,16.097,-0,15.445,0.087,14.349,0.013,13.747,-0
300.947405,1.233,45.094502,0.732,3,13.778,-0,14.441,-0,13.953,0.115,13.552,0.077,13.35,0.13
300.94806,0.737,44.955978,0.746,4,15.741,0.057,16.54,0.147,16.08,0.083,15.461,0.093,15.124,-0
300.94811,0.771,43.619689,0.376,4,14.749,0.177,17.181,0.104,15.945,0.067,13.946,0.154,12.903,0.056
300.948121,0.287,44.395932,0.605,4,14.634,0.064,15.157,0.016,14.797,0.049,14.428,0.047,14.306,0.031
300.948526,0.218,44.067707,0.528,4,13.856,0.039,14.743,0.05,14.249,0.042,13.567,0.033,13.414,0.043
300.948972,0.592,43.792608,0.441,4,14.864,0.051,15.746,0.044,15.277,0.048,14.619,0.019,14.426,0.068
300.949082,0.578,44.363647,0.702,4,15.284,0.052,15.96,0.054,15.536,0.054,15.075,0.066,14.93,0.068
300.949248,0.538,44.451308,0.55,4,14.958,0.035,15.782,0.046,15.321,0.057,14.651,0.041,14.37,0.177
300.949276,0.405,45.247923,0.369,2,14.814,0.05,15.743,0.011,15.292,-0,14.566,-0,14.333,-0
300.949486,1.026,44.837334,0.725,4,16.074,0.04,17.122,0.167,16.535,0.09,15.681,0.023,15.219,0.049
300.949528,0.711,44.4711,0.981,4,15.85,0.065,16.629,0.066,16.133,0,15.501,0,15.029,0.055
300.949574,0.698,43.971191,0.56,3,15.148,0.131,16.79,0.051,15.915,0.058,14.645,0.013,14.092,0.058
300.950334,0.304,44.04665,0.474,5,12.928,0.02,13.639,0.03,13.226,0.04,12.744,0.028,12.608,0.029
300.950373,0.688,45.060198,0.857,2,15.528,-0,16.577,-0.054,16.137,-0,15.192,-0,14.694,-0
300.950424,0.428,44.619536,0.403,5,12.862,0.036,13.788,0.044,13.264,0.051,12.568,0.04,12.251,0.06
300.950528,0.526,44.800966,0.698,3,14.873,0.046,15.635,0.076,15.216,0.01,14.583,0.032,14.231,0.067
300.95077,0.507,44.184989,0.298,2,NA,NA,NA,NA,NA,NA,NA,NA,13.721,0.151
300.951156,0.442,44.749082,0.472,4,15.14,0.022,16.075,0.055,15.536,0.062,14.778,0.079,14.453,0.105
300.951429,0.556,43.662545,0.379,5,13.597,0.046,14.272,0.03,13.916,0.031,13.459,0.044,13.387,0.111
300.952012,0.505,44.433398,1.554,3,14.962,-0,16.645,-0,NA,NA,NA,NA,13.171,0.031
300.952161,0.487,44.784364,0.395,5,12.923,0.036,13.39,0.051,13.092,0.053,12.773,0.067,12.606,0.071
300.952343,0.341,45.054569,0.634,3,13.581,0.06,14.299,0.164,13.834,0.122,13.354,0.116,13.089,0.112
300.952407,0.714,45.021286,0.769,3,15.026,0.082,15.859,0.174,15.367,0.132,14.755,0.11,14.405,0.119
300.952426,0.465,44.642218,0.704,4,15.297,0.089,16.036,0.07,15.609,0.072,14.947,0.029,14.661,0.079
300.952449,0.21,44.2193,0.571,4,14.033,0.039,14.502,0.038,14.189,0.048,13.918,0.057,13.872,0.011
300.952602,0.228,44.299175,0.518,4,15.062,0.035,15.707,0.042,15.297,0.062,14.825,0.033,14.687,0.049
300.952886,0.447,44.497789,0.925,3,15.62,0.05,16.474,0.107,15.911,0.043,15.308,0.134,14.972,-0
300.953253,0.379,44.001256,0.608,4,14.083,0.026,14.862,0.039,14.389,0.037,13.866,0.042,13.727,0.058
300.953556,0.503,43.885557,0.383,4,14.498,0.029,15.307,0.037,14.877,0.014,14.308,0.01,14.099,-0
300.953872,0.589,44.650419,0.366,2,16.057,-0,17.741,-0,17.116,-0,15.436,-0,14.408,0.034
300.953913,0.837,43.591726,0.803,3,16.686,-0,17.662,-0,17.188,0.04,16.311,0,16.05,-0.171
300.954076,0.281,44.136336,0.691,4,14.04,0.046,14.521,0.057,14.197,0.046,13.904,0.061,13.855,0.047
300.954093,0.393,44.818339,0.491,4,14.52,0.02,15.652,0.068,15.019,0.063,14.158,0.059,13.695,0.091
300.954195,0.521,43.74758,0.451,4,15.432,0.117,16.462,0.017,15.898,0.054,15.128,0.052,14.901,-0
300.954243,0.6,44.021745,0.465,3,14.892,0.201,17.143,0.203,16.01,0.081,14.237,0.089,13.33,0.019
300.954779,0.369,43.687816,0.544,3,15.501,0.071,16.918,0.067,16.203,0.035,15.021,0.025,14.612,-0
300.954927,0.366,44.332651,0.458,5,13.787,0.042,14.993,0.034,14.337,0.052,13.407,0.042,13.072,0.021
300.954977,0.334,44.318123,0.687,4,14.808,0.071,16.315,0.02,15.531,0.047,14.259,0.024,13.646,0.062
300.955676,0.274,44.553201,0.561,5,12.182,0.036,13.529,0.035,12.801,0.063,11.768,0.02,11.364,0.056
300.956215,0.586,45.011834,0.606,3,13.17,0.055,14.863,0.141,13.998,0.122,12.634,0.085,11.873,0.1
300.956317,0.409,44.180694,0.443,5,12.076,0.032,12.254,0.043,12.058,0.043,12.092,0.048,12.189,0.032
300.956541,0.31,45.201067,0.235,3,14.568,0.032,15.44,0.029,14.968,-0,14.365,-0,14.145,-0
300.956561,0.845,44.146929,1.421,2,15.704,-0.058,NA,NA,15.902,-0,15.362,-0,15.234,-0
300.956647,0.416,44.084138,0.837,4,14.19,0.042,14.707,0.042,14.393,0.03,14.093,0.048,NA,NA
300.957438,0.452,43.784278,0.441,2,16.119,-0,16.917,-0.069,16.583,-0,15.965,-0,NA,NA
300.957445,1.111,44.147401,0.837,2,15.659,-0,16.608,0.033,NA,NA,NA,NA,NA,NA
300.958473,0.826,44.772767,1.093,3,15.746,-0,16.697,-0,16.037,0.032,15.3,0.088,14.722,0.051
300.958947,0.266,44.108688,0.448,4,14.072,0.014,14.755,0.048,14.344,0.04,13.896,0.037,13.746,0.034
300.959024,0.476,44.396359,0.549,5,13.863,0.036,14.58,0.034,14.142,0.041,13.626,0.046,13.457,0.03
300.959142,0.673,45.346088,0.212,3,11.217,0.03,11.569,0.019,11.334,0.02,11.19,0.02,11.228,0.006
300.959344,0.194,44.128773,0.988,2,NA,NA,NA,NA,16.863,-0.06,15.947,-0,15.315,-0
300.959416,0.428,43.809134,0.279,4,14.313,0.04,15.248,0.041,14.757,0.043,14.062,0.041,13.881,0.042
300.959484,0.156,45.133863,0.367,3,14.144,0.02,14.853,0.039,14.467,-0,13.987,-0,13.767,-0
300.96017,0.4,43.913891,0.878,3,15.802,0.061,16.719,0.053,16.163,0.011,15.479,0.071,NA,NA
300.9602,0.376,45.161261,0.519,3,14.916,0.04,15.87,0,15.409,-0,14.721,-0,14.402,-0
300.960466,0.794,43.89768,1.302,3,16.307,0.037,17.381,0.075,16.902,-0,15.832,-0,NA,NA
300.960746,0.813,43.860632,0.892,2,17.029,-0,18.037,-0.156,17.521,-0,16.451,-0,NA,NA
300.960993,0.625,44.478683,1.221,3,NA,NA,NA,NA,17.442,0.065,15.381,0.028,14.525,0.405
300.961011,0.375,44.716996,0.569,4,15.168,0.062,16.156,0.083,15.622,0.077,14.773,0.05,14.321,0.069
300.961052,1.338,43.927753,1.081,2,16.562,-0,17.45,-0,16.665,-0.055,16.311,-0,NA,NA
300.961078,0.519,44.846691,0.417,4,14.548,0.045,15.249,0.083,14.812,0.064,14.313,0.07,14.091,0.099
300.96135,0.508,43.739035,0.28,4,13.843,0.059,14.602,0.032,14.188,0.039,13.686,0.036,13.621,0.122
300.961376,0.346,44.235893,0.449,5,13.621,0.058,15.115,0.065,14.331,0.045,13.144,0.025,12.584,0.027
300.961576,0.526,45.252109,0.221,3,13.38,0.02,14.129,0.029,13.727,0.006,13.344,0.146,13.032,0.018
300.96222,0.411,44.034247,1.042,2,16.794,-0,17.349,-0,17.097,0.008,16.507,0.14,16.451,-0
300.962555,0.499,43.72384,0.473,3,15.777,0.091,16.541,0.044,16.089,0.031,15.626,0.035,15.99,-0
300.962801,0.369,43.754908,0.364,4,14.631,0.088,16.194,0.016,15.394,0.045,14.122,0.008,13.565,0.025
300.963174,0.912,45.092766,0.462,3,13.176,0.035,14.367,0.114,13.767,0.12,12.753,0.068,12.315,0.084
300.96348,0.568,43.606668,0.683,3,14.918,-0,16.974,-0,15.937,0.069,14.275,0.138,13.492,0.068
300.964271,0.705,43.708596,0.726,3,16.069,0.098,16.887,0.009,NA,NA,NA,NA,NA,NA
300.964568,0.429,44.068887,0.511,4,14.576,0.029,15.176,0.061,14.795,0.04,14.402,0.032,14.304,0.011
300.964653,1.006,44.74078,1.053,4,16.214,0.153,17.12,0.111,16.598,0.029,15.822,0.013,NA,NA
300.96466,0.411,44.371195,0.969,4,16.009,0.06,16.895,0.065,16.318,0.04,15.78,0.11,15.548,-0
300.964671,0.654,43.823536,0.433,4,15.511,0.042,16.272,0.013,15.799,0.068,15.172,0.037,14.926,0.039
300.965004,0.199,44.520701,0.332,4,13.52,0.037,14.115,0.064,13.716,0.057,13.323,0.055,13.127,0.044
300.965261,0.434,45.022685,1.611,2,NA,NA,NA,NA,NA,NA,NA,NA,13.881,0.094
300.965286,0.36,44.143779,0.502,5,12.616,0.039,12.938,0.037,12.687,0.04,12.584,0.07,12.626,0.049
300.965313,0.375,44.42655,0.566,4,15.195,0.044,15.795,0.045,15.398,0.039,14.965,0.041,14.825,0.056
300.965377,0.327,44.171895,0.397,5,11.664,0.039,11.934,0.035,11.705,0.04,11.639,0.051,11.689,0.037
300.965458,0.408,45.022064,0.384,2,15.046,0.029,16.603,0.017,15.93,-0,14.574,-0,NA,NA
300.965733,0.335,44.045297,0.575,4,14.846,0.026,15.515,0.017,15.099,0.039,14.643,0.065,14.516,0.039
300.966147,0.547,45.236769,0.103,3,11.608,0.019,12.546,0.023,12.055,0.006,11.382,0,11.174,0.031
300.966202,1.128,44.888691,1.03,4,15.979,0.064,16.942,0.135,NA,NA,NA,NA,NA,NA
300.966619,0.534,45.186809,0.356,3,14.443,0.023,15.367,0.021,14.881,0.006,14.221,0.019,13.925,-0
300.966642,0.369,45.045487,0.84,3,14.91,0.051,16.193,0.168,15.522,0.118,14.373,0.098,13.88,0.128
300.967727,0.318,44.496449,0.612,4,14.043,0.027,14.487,0.034,14.184,0.049,13.917,0.048,13.885,0.107
300.968305,0.898,44.991523,0.465,4,15.285,0.008,16.066,0.038,15.438,0.095,14.934,0.036,14.568,0.088
300.968317,0.571,44.726556,0.635,3,15.284,0.028,16.016,0.051,15.632,0,15.025,0.034,14.757,-0
300.968366,0.288,44.576724,0.48,5,12.358,0.031,13.556,0.04,12.897,0.057,11.98,0.043,11.606,0.059
300.968545,0.717,45.225736,0.349,3,12.972,0.03,13.666,0.023,13.284,0,12.812,0.025,12.726,0.131
300.968697,0.702,44.534594,0.635,3,15.714,-0,17.183,-0,16.38,0.083,15.373,0.046,14.989,-0
300.968885,0.421,44.192199,0.352,5,10.068,0.017,10.285,0.028,10.263,0.193,10.098,0.045,10.204,0.05
300.968955,0.301,44.223626,0.667,4,14.401,0.036,15.088,0.047,14.677,0.042,14.195,0.041,14.047,0.036
300.969234,0.292,43.982528,0.431,5,10.755,0.033,10.821,0.042,10.774,0.104,10.831,0.04,11.007,0.033
300.969246,0.672,45.168557,0.243,3,14.19,0.02,15.024,0.009,14.576,0.011,13.946,0.011,13.692,0.06
300.969266,0.431,44.263342,0.889,5,11.248,-0,13.12,-0,12.167,0.059,10.827,0.049,10.174,0.027
300.969336,0.298,44.268247,0.915,2,14.801,0.237,15.505,0.196,NA,NA,NA,NA,NA,NA
300.970491,0.796,45.245099,0.283,2,15.877,0.204,16.938,0.066,NA,NA,NA,NA,NA,NA
300.971091,0.505,44.213926,0.866,3,15.485,0.155,16.25,0.043,15.655,0.034,14.986,0.012,14.873,-0
300.971142,0.619,44.381922,0.533,3,15.612,0.034,16.469,0.017,15.958,0.056,15.291,0.057,15.107,0.025
300.971172,0.361,43.894484,0.449,4,13.927,0.035,14.626,0.032,14.202,0.044,13.769,0.046,13.686,0.088
300.971453,0.205,44.15556,0.429,5,11.955,0.036,12.344,0.04,12.068,0.042,11.875,0.048,11.856,0.05
300.971628,1.477,45.309543,0.334,3,14.008,0.111,16.007,0.057,15.084,-0,13.374,-0,12.58,-0
300.971866,0.594,43.802691,1.214,3,16.111,0.104,16.97,0.113,NA,NA,NA,NA,NA,NA
300.971877,1.51,45.309523,0.201,2,14.085,-0,16.103,0.104,NA,NA,NA,NA,12.645,-0
300.972929,0.299,44.015553,0.669,4,14.258,0.033,14.748,0.032,14.427,0.042,14.116,0.057,14.137,0.084
300.973289,0.858,43.578468,0.32,3,14.304,0.064,14.915,0.018,14.541,0.028,14.214,0.165,14.052,-0
300.973387,0.364,44.706138,0.561,4,15.807,0.079,16.572,0.066,16.124,0.042,15.497,0.065,15.249,-0
300.973398,0.588,45.039956,0.675,2,15.138,0,16.601,0.017,15.877,-0,14.491,-0,13.681,-0
300.973926,0.788,44.966208,0.758,2,16.484,-0,17.485,-0.156,16.711,0.199,16.104,0.129,NA,NA
300.97436,0.377,43.626068,0.634,3,NA,NA,NA,NA,17.25,0.06,15.331,0.046,14.565,0.125
300.974402,0.957,45.057587,0.74,2,16.529,0.028,17.719,0.072,16.967,-0,16.219,-0,NA,NA
300.974631,0.606,44.030039,0.467,2,15.701,0.01,16.329,0.138,15.924,0.045,15.379,0.073,NA,NA
300.974695,0.507,44.070295,0.736,4,14.074,0.039,14.516,0.033,14.21,0.049,13.956,0.06,13.892,0.039
300.975003,0.774,44.52125,0.58,4,15.284,0.038,16.099,0.06,15.634,0.045,15.07,0.049,15.001,-0
300.975404,0.256,44.818324,0.389,5,11.377,0.057,11.852,0.058,11.545,0.056,11.234,0.067,11.087,0.071
300.975478,0.32,44.893506,0.52,5,12.715,0.045,15.06,0.126,13.823,0.14,11.86,0.075,10.198,0.104
300.975481,0.673,43.86794,0.448,4,15.117,0.043,16.09,0.034,15.603,0.052,14.806,0.024,14.521,0.051
300.97561,0.242,44.112922,0.724,5,12.645,0.005,12.842,0.04,12.63,0.053,12.722,0.062,13.349,-0
300.975667,1.103,43.845919,0.654,2,16.437,0.026,17.09,0.12,16.695,-0,16.101,-0,NA,NA
300.975727,1.292,45.300493,0.659,2,16.049,-0,17.551,-0,16.92,-0,15.799,-0,15.212,-0.105
300.97576,0.524,44.479755,0.407,5,13.713,0.048,14.365,0.034,13.966,0.05,13.497,0.033,13.29,0.045
300.975765,0.348,44.488412,0.472,4,13.986,0.075,16.021,0.04,14.974,0.084,13.275,0.03,12.459,0.046
300.975855,0.436,44.887112,1.443,2,16.37,0.175,17.118,0.411,NA,NA,NA,NA,NA,NA
300.975877,0.373,44.877168,0.726,4,15.191,0.053,16.131,0.115,15.585,0.08,14.855,0.05,14.661,0.066
300.976493,0.507,45.325489,0.31,3,15.595,0.041,16.504,0.017,16.096,-0,15.36,-0,15.13,-0
300.976709,0.767,44.832596,0.632,3,15.715,-0,16.448,-0,15.986,0.101,15.329,0.057,15.109,-0
300.976953,0.364,44.763767,0.46,4,15.129,0.03,16.825,0.051,15.941,0.098,14.464,0.049,13.692,0.048
300.977263,0.49,44.124454,1.072,4,15.271,0.029,15.908,0.042,15.483,0.067,15.046,0.036,NA,NA
300.977273,0.625,44.748251,0.734,4,15.025,0.047,15.782,0.06,15.334,0.076,14.817,0.061,14.648,0.086
300.977638,0.492,45.035233,0.754,2,15.657,-0,16.731,-0.087,NA,NA,NA,NA,14.547,-0
300.977912,0.951,43.737384,0.81,3,16.833,0.171,17.672,0.032,17.385,-0,16.461,0.057,NA,NA
300.978227,0.314,44.365006,0.793,4,15.132,0.064,15.84,0.033,15.411,0.035,14.878,0.056,14.711,0.146
300.978411,0.561,44.575194,1.007,2,15.763,0.034,16.788,0.022,16.28,-0,15.37,-0,NA,NA
300.978435,0.703,44.950849,1.279,3,15.175,0.031,15.837,0.125,15.379,0.126,14.82,0.101,14.434,0.104
300.978519,0.627,44.343259,0.677,4,15.284,0.043,16.268,0.04,15.759,0.055,14.924,0.029,14.539,0.006
300.978561,0.441,44.163826,0.652,5,13.386,0.043,13.752,0.036,13.475,0.049,13.32,0.059,13.326,0.051
300.978777,0.426,44.420699,0.925,3,16.146,0.028,16.949,0.099,16.512,-0,15.756,-0,15.572,0.015
300.978916,0.337,43.825705,0.422,5,12.696,0.049,14.014,0.023,13.321,0.044,12.314,0.017,11.941,0.044
300.978916,1.001,44.437605,0.94,3,NA,NA,NA,NA,16.535,0.024,15.991,0.022,NA,NA
300.979011,0.246,44.64157,0.897,4,13.607,0.043,14.375,0.057,13.957,0.067,13.351,0.016,13.219,-0
300.979282,0.732,45.110393,0.315,2,15.682,-0,17.599,-0.146,16.463,-0,15.07,-0,14.333,-0
300.979318,1.041,44.180097,0.285,3,11.242,-0,11.426,-0,11.189,-0,11.191,-0,11.362,0.067
300.979805,0.349,44.465049,0.77,4,14.731,0.029,15.387,0.051,14.977,0.053,14.497,0.01,14.375,0.194
300.979929,0.337,44.139954,0.442,5,11.588,0.036,12.624,0.036,12.065,0.031,11.323,0.026,11.057,0.017
300.980101,0.385,43.97659,1.014,4,14.653,0.087,15.392,0.026,14.979,0.038,14.437,0.071,NA,NA
300.980214,0.437,44.024333,0.64,2,15.896,-0,16.701,-0,16.066,0.064,15.571,0.014,15.281,-0
300.980318,0.97,44.556839,0.194,2,NA,NA,NA,NA,17.417,0.017,16.606,0.114,NA,NA
300.980319,0.6,44.631663,0.511,4,15.505,0.016,16.221,0.067,15.784,0.041,15.23,0.047,14.869,0.085
300.980403,0.451,45.343066,0.15,3,13.679,0.031,14.519,0.026,14.1,-0,13.483,-0,13.273,-0
300.980478,0.743,44.974861,0.481,4,13.795,0.041,15.32,0.126,14.533,0.098,13.292,0.082,12.687,0.075
300.980636,0.731,43.92441,0.581,2,16.351,0.037,17.113,0.102,16.683,-0,16.347,-0,NA,NA
300.980981,0.558,44.788581,0.539,4,15.576,0.076,16.193,0.096,15.765,0.068,15.237,0.089,14.958,0.085
300.981179,0.368,43.560079,0.399,4,14.915,0.045,15.706,0.043,15.253,0.067,14.711,0.033,14.569,0.018
300.981271,0.759,45.356133,0.279,4,12.633,0.164,14.143,0.036,13.372,0.028,12.176,0.092,11.663,0.11
300.981849,0.719,43.646453,0.499,4,15.453,0.09,16.293,0.011,15.816,0.032,15.247,0.051,15.224,0.124
300.981949,0.858,43.88564,0.721,5,14.14,0.039,14.721,0.047,14.376,0.03,14.027,0.048,NA,NA
300.982188,0.234,43.792249,0.396,5,13.34,0.032,13.831,0.027,13.523,0.046,13.262,0.054,13.259,0.023
300.982485,0.882,44.193307,0.583,3,14.511,0.034,14.992,0.041,14.665,0.025,14.414,0.091,14.341,0.025
300.982646,0.287,43.943156,0.596,4,14.591,0.063,16.051,0.053,15.284,0.052,14.114,0.037,13.617,0.057
300.982841,0.66,45.275022,0.781,3,15.946,0.136,16.887,0.078,16.389,0.028,15.664,0.224,NA,NA
300.98344,0.521,45.208821,0.725,2,15.38,0.117,16.624,0.096,16.072,-0,14.958,-0,14.496,-0
300.984047,0.996,44.150055,0.55,2,14.499,-0,15.165,-0,14.696,-0.017,NA,NA,NA,NA
300.984145,0.577,43.859386,0.73,3,15.777,0.046,16.534,0.019,16.17,-0,15.581,-0,15.374,-0
300.984211,0.5,44.811073,0.398,5,13.595,0.05,14.923,0.076,14.24,0.073,13.118,0.036,12.525,0.058
300.984528,0.504,44.478569,0.856,2,16.364,0.056,17.219,0.193,NA,NA,NA,NA,NA,NA
300.984884,0.731,45.025816,0.694,3,15.701,0.044,16.643,0.194,16.044,0.159,15.347,0.122,14.976,0.185
300.985297,0.414,45.100749,0.864,3,15.092,0.093,17.297,0.029,16.067,0.206,14.451,0.116,13.624,0.198
300.985791,0.593,44.703998,0.939,3,15.408,0.107,16.001,0.072,15.467,-0,15.179,-0,15.048,-0
300.985846,0.451,44.947149,0.368,5,13.388,0.043,13.846,0.126,13.514,0.066,13.257,0.075,13.12,0.095
300.985912,0.82,43.975576,0.875,3,15.547,-0,16.824,-0,16.058,-0.033,15.045,-0,14.939,0.01
300.986298,0.867,43.748649,0.771,3,15.592,0.103,17.055,0.042,16.348,0.03,15.055,0.081,14.531,0.173
300.986492,0.436,45.291795,0.209,3,13.273,0.043,14.15,0.016,13.681,-0,13.055,-0,12.834,-0
300.986736,0.433,44.383191,0.525,5,12.61,0.035,13.959,0.038,13.234,0.057,12.208,0.037,11.782,0.03
300.986744,0.557,43.550732,0.583,4,15.488,0.059,16.787,0.053,16.126,0.042,15.03,0.039,14.678,0.07
300.987426,0.556,44.720554,0.501,3,15.732,0.006,16.366,0.198,15.978,0.08,15.452,0.078,NA,NA
300.987456,0.815,44.527928,0.692,4,15.066,0.023,15.923,0.083,15.427,0.075,14.814,0.018,14.72,0.144
300.987464,0.546,45.072953,0.862,3,14.877,-0,15.535,-0.033,15.238,0.162,14.698,0.092,14.406,0.105
300.98766,0.458,44.59749,0.52,3,14.982,0.093,16.931,0.074,15.947,0.08,14.284,0.064,13.436,0.043
300.987751,0.645,44.375265,0.258,2,NA,NA,NA,NA,17.074,0.091,15.888,0.122,15.146,-0
300.987753,0.478,44.337319,0.424,5,13.037,0.045,13.484,0.041,13.202,0.031,12.965,0.037,12.9,0.061
300.988072,0.411,43.880179,0.346,5,12.512,0.055,13.889,0.023,13.156,0.044,12.119,0.031,11.788,0.066
300.988383,0.392,43.711547,0.755,4,15.673,0.163,17.526,0.147,16.65,0.061,15.099,0.049,14.505,0.131
300.988537,0.37,43.9985,0.423,4,14.107,0.043,14.817,0.023,14.396,0.042,13.904,0.039,13.81,0.034
300.988689,0.244,44.867183,0.491,4,14.004,0.044,14.665,0.104,14.26,0.062,13.781,0.031,13.529,0.084
300.988713,0.308,44.756416,0.366,5,12.457,0.04,13.065,0.054,12.699,0.056,12.263,0.061,12.071,0.076
300.988949,0.287,44.159249,0.462,5,11.234,0.042,11.432,0.041,11.278,0.035,11.267,0.031,11.337,0.04
300.988965,0.685,43.663735,0.656,4,15.356,0.14,17.31,0.117,16.388,0.086,14.663,0.09,13.759,0.078
300.989716,0.583,43.802906,0.374,5,13.033,0.046,14.299,0.035,13.667,0.052,12.525,0.015,12.095,0.056
300.989717,0.297,44.486303,0.509,4,14.716,0.042,15.316,0.062,14.931,0.045,14.521,0.064,14.352,0.049
300.990067,0.214,44.143655,0.527,5,10.776,0.043,11.082,0.034,10.921,0.088,10.735,0.055,10.801,0.043
300.990331,0.951,43.566665,0.531,3,15.962,0.044,16.917,0.032,16.405,0.083,15.754,0.032,NA,NA
300.990355,0.747,43.975309,0.236,3,NA,NA,NA,NA,NA,NA,NA,NA,14.591,0.164
300.99045,0.576,43.688417,0.281,4,14.801,0.083,15.489,0.038,15.126,0.034,14.614,0.062,14.482,0.086
300.990486,0.411,44.129354,0.609,4,14.046,0.034,14.613,0.033,14.25,0.048,13.893,0.033,13.802,0.035
300.990606,0.408,44.107695,0.421,5,11.68,0.038,12.723,0.039,12.144,0.047,11.415,0.053,11.168,0.031
300.990952,0.39,44.275547,0.503,5,12.792,0.03,13.537,0.04,13.096,0.042,12.581,0.05,12.428,0.03
300.990955,0.653,44.510345,0.712,4,15.736,0.174,17.508,0.24,16.569,0.119,15.121,0.026,14.486,0.159
300.991355,0.188,45.124753,0.272,3,14.056,0.013,14.994,0.027,14.494,-0,13.834,-0,13.58,-0
300.991373,0.38,44.843703,0.504,4,14.8,0.042,15.724,0.115,15.207,0.064,14.493,0.045,14.193,0.008
300.991494,1.183,45.233762,0.766,2,NA,NA,NA,NA,NA,NA,NA,NA,15.193,0.289
300.991518,0.681,43.983548,0.356,4,13.771,0.057,14.674,0.052,14.141,0.077,13.418,0.035,12.979,0.023
300.99162,0.751,44.21221,0.759,2,NA,NA,NA,NA,17.211,0.114,15.646,0.057,NA,NA
300.991887,0.246,44.996596,0.439,4,10.778,0.05,11.47,0.129,11.04,0.086,10.577,0.084,10.322,0.091
300.992232,0.842,43.675311,0.363,4,14.704,0.068,15.57,0.032,15.108,0.043,14.605,0.218,14.355,0.068
300.992283,0.461,43.824268,0.41,4,14.135,0.032,14.832,0.031,14.4,0.049,13.929,0.017,13.851,0.054
300.992473,0.318,44.674918,0.466,5,10.588,0.058,10.649,0.144,10.593,0.086,10.624,0.065,10.762,0.101
300.992513,1.077,45.117286,0.091,2,14.894,-0,17.25,-0,16.226,0.057,14.317,0.008,13.276,0.032
300.992593,0.708,44.098297,0.689,4,14.473,0.084,14.918,0,14.582,0.033,14.318,0.08,14.2,0.075
300.992718,0.296,44.922897,0.554,4,14.5,0.056,16.251,0.133,15.352,0.105,13.903,0.075,13.151,0.109
300.993302,0.701,44.704116,0.685,4,13.448,0.016,14.174,0.06,13.77,0.041,13.239,0.009,12.961,0.02
300.99421,0.925,44.256208,0.804,2,15.801,-0,NA,NA,16.279,-0.031,15.416,-0,15.084,-0
300.994545,0.314,44.30637,1.074,2,15.118,0.028,15.509,0.098,NA,NA,NA,NA,NA,NA
300.994579,1.018,44.35611,0.389,2,16.579,0.072,17.215,0.272,NA,NA,NA,NA,NA,NA
300.994586,0.434,43.889497,0.59,4,14.708,0.024,15.387,0.026,14.982,0.028,14.494,0.047,14.328,0.095
300.994743,0.25,43.960385,0.551,4,13.861,0.092,15.921,0.053,14.888,0.067,13.193,0.051,12.418,0.046
300.995027,0.461,44.079606,0.61,4,14.96,0.068,16.21,0.075,15.509,0.043,14.56,0.042,14.376,0.062
300.995202,0.741,44.957571,0.784,3,15.828,-0,17.642,-0.156,16.784,0.162,15.21,0.039,14.352,0.095
300.995229,0.741,44.980504,0.388,4,15.763,0.061,16.739,0.195,16.24,0.082,15.425,0.047,15.149,0.023
300.995229,0.78,45.212235,0.573,3,15.429,0.014,16.437,0.018,15.93,0.036,15.196,0.043,14.775,0.011
300.996564,0.734,44.934473,0.752,3,15.684,0.134,16.672,0.09,16.066,0.088,15.375,0.036,15.09,-0
300.996623,0.514,43.812952,0.775,2,15.949,-0,18.51,-0,17.265,0.067,15.3,0.026,14.064,-0
300.996779,0.323,44.729247,0.395,4,14.368,0.014,15.093,0.062,14.67,0.07,14.105,0.041,13.853,0.046
300.996893,0.438,45.179941,0.26,3,14.588,0.023,15.493,0.044,15.051,0.017,14.374,0,14.064,0.039
300.997058,0.515,44.17377,0.454,4,13.935,0.066,14.326,0.088,14.002,0.094,13.809,0.082,13.841,0.126
300.997423,0.661,44.316687,1.122,4,15.831,0.114,16.715,0.039,16.171,0.056,15.507,0.051,15.146,0.014
300.997582,0.712,44.39097,0.822,4,15.785,0.071,16.52,0.05,16.062,0.068,15.493,0.12,15.225,0.09
300.998568,0.335,43.782198,0.424,2,16.49,-0,17.479,-0,NA,NA,NA,NA,15.836,-0.134
300.998728,0.184,44.131963,0.515,5,12.573,0.037,12.917,0.029,12.665,0.04,12.517,0.057,12.562,0.026
300.998786,0.67,45.354213,0.354,4,15.352,0.033,16.177,0.034,15.783,0.025,15.147,0.1,14.957,-0
300.998912,0.325,44.37302,0.485,5,13.104,0.04,14.202,0.04,13.592,0.056,12.775,0.028,12.43,0.029
300.999176,0.58,44.81976,0.537,5,13.788,0.054,14.28,0.068,13.973,0.061,13.607,0.058,13.429,0.073
